1477991387284,-1.836792,3.3194733,9.439346
1477991387385,-0.32328796,2.648941,9.247772
1477991387486,-1.032135,3.434433,9.228607
1477991387595,-0.87887573,3.0321045,8.673019
1477991387703,1.4776001,1.9975586,10.550537
1477991387804,4.4279785,1.6143951,9.305237
1477991387905,1.5925446,1.384491,9.535141
1477991388006,3.489212,3.2620087,8.117432
1477991388116,3.1443634,4.698868,8.59639
1477991388379,3.3167877,4.5072937,8.749649
1477991388484,2.5887756,4.7755127,9.247772
1477991388585,3.0677338,5.1203613,8.059952
1477991388693,4.8686066,3.7984314,8.251541
1477991389245,4.293869,4.0283356,9.190292
1477991389348,5.6924133,8.913696,6.469818
1477991389449,8.221313,5.733429,0.4732666
1477991389550,2.9336243,8.875381,-0.024841309
1477991389651,6.362961,7.6109314,-2.611206
1477991389759,3.7382813,7.227768,-4.680313
1477991389860,4.313019,7.189453,-5.197586
1477991389961,3.6808014,7.476822,-5.676544
1477991390062,4.5620728,7.649246,-4.3162994
1477991390171,4.523758,8.08989,-4.8144226
1477991390276,3.3551025,7.9366302,-3.7415466
1477991390381,4.811142,7.95578,-4.661148
1477991390748,4.6578674,7.994095,-4.948517
1477991390851,4.581238,5.8292084,-6.71109
1477991390960,4.3896484,7.017029,-4.680313
1477991391061,6.4970703,6.72966,-5.8872833
1477991391169,6.5737,4.449814,-5.753174
1477991391270,6.018112,4.162445,-6.212967
1477991391371,5.328415,5.2927856,-6.0980225
1477991391472,5.481674,8.568848,-5.8298035
1477991391581,4.6770325,7.8983154,-3.147644
1477991391682,5.079361,7.687561,-3.684082
1477991391791,5.9223175,6.499756,-5.484955
1477991391900,7.263397,4.679718,-4.392929
1477991392008,7.263397,4.7946625,-4.2779846
1477991392740,7.1867676,4.947937,-4.431244
1477991392848,8.546997,3.951706,-1.7873993
1477991392949,8.202148,3.626007,-0.2930603
1477991393058,9.830612,3.2811584,-0.044006348
1477991393167,8.029724,2.8596802,-4.0672455
1477991393268,5.998947,7.9366302,-5.465805
1477991393369,3.4700623,6.174057,-3.2242737
1477991393477,2.0715027,12.553772,-6.1171875
1477991393578,1.0177917,9.948242,0.62654114
1477991393679,-2.8521729,7.438507,-0.024841309
1477991393780,-0.9938202,15.71489,-0.044006348
1477991393889,0.09820557,9.986557,0.24337769
1477991393998,-0.15086365,10.254776,-1.0402374
1477991394099,0.88368225,10.829529,-1.8640442
1477991394207,-1.1662445,10.791214,0.05178833
1477991394308,0.0024108887,9.890778,-1.097702
1477991394410,0.05987549,10.312256,-1.0019226
1477991394518,0.69210815,9.181915,-0.38885498
1477991394619,0.21315002,9.411819,-0.44631958
1477991394728,-0.78308105,10.408051,0.05178833
1477991394837,0.05987549,9.718353,-0.17811584
1477991394938,0.5005188,10.254776,-0.35054016
1477991395047,0.21315002,9.737503,-0.63790894
1477991395156,0.5005188,8.779587,-0.35054016
1477991395265,0.05987549,11.155212,-1.7873993
1477991395366,-0.2658081,10.216461,0.07095337
1477991395475,-1.1470947,10.293091,-0.23558044
1477991395576,-0.36160278,10.350571,-0.8869629
1477991395685,0.19398499,10.197311,-0.8486481
1477991395794,1.8990784,11.76828,-1.63414
1477991395903,1.1519012,4.660553,0.2816925
